date,price_inr
2020-06-09,3235.3399999999997
2020-06-10,3281.8199999999997
2020-06-11,3023.69
2020-06-12,3007.92
2020-06-15,3076.81
2020-06-16,3175.58
2020-06-17,3146.5299999999997
2020-06-18,3219.5699999999997
2020-06-19,3296.7599999999998
2020-06-22,3369.8
2020-06-23,3353.2
2020-06-24,3146.5299999999997
2020-06-25,3208.7799999999997
2020-06-26,3197.9900000000002
2020-06-29,3292.61
2020-06-30,3259.4100000000003
2020-07-01,3310.0400000000004
2020-07-02,3367.31
2020-07-06,3362.33
2020-07-07,3368.9700000000003
2020-07-08,3395.5299999999997
2020-07-09,3290.12
2020-07-10,3366.48
2020-07-13,3324.98
2020-07-14,3344.8999999999996
2020-07-15,3419.6000000000004
2020-07-16,3381.42
2020-07-17,3365.6499999999996
2020-07-20,3388.89
2020-07-21,3466.08
2020-07-22,3476.0400000000004
2020-07-23,3402.17
2020-07-24,3422.0899999999997
2020-07-27,3441.1800000000003
2020-07-28,3393.87
2020-07-29,3413.7900000000004
2020-07-30,3307.55
2020-07-31,3328.3
2020-08-03,3388.89
2020-08-04,3458.61
2020-08-05,3506.75
2020-08-06,3480.19
2020-08-07,3416.2799999999997
2020-08-10,3481.02
2020-08-11,3446.9900000000002
2020-08-12,3535.8
2020-08-13,3507.58
2020-08-14,3490.1499999999996
2020-08-17,3559.87
2020-08-18,3559.87
2020-08-19,3561.5299999999997
2020-08-20,3537.4599999999996
2020-08-21,3512.56
2020-08-24,3522.52
2020-08-25,3583.11
2020-08-26,3586.4300000000003
2020-08-27,3559.0400000000004
2020-08-28,3565.6800000000003
2020-08-31,3536.63
2020-09-01,3549.08
2020-09-02,3549.08
2020-09-03,3435.37
2020-09-04,3294.27
2020-09-08,3060.2099999999996
2020-09-09,3158.1499999999996
2020-09-10,3091.75
2020-09-11,3098.39
2020-09-14,3090.0899999999997
2020-09-15,3178.0699999999997
2020-09-16,3334.11
2020-09-17,3402.17
2020-09-18,3410.4700000000003
2020-09-21,3258.58
2020-09-22,3282.6499999999996
2020-09-23,3313.36
2020-09-24,3329.13
2020-09-25,3324.98
2020-09-28,3359.0099999999998
2020-09-29,3239.4900000000002
2020-09-30,3324.1499999999996
2020-10-01,3196.33
2020-10-02,3062.7
2020-10-05,3246.9599999999996
2020-10-06,3363.1600000000003
2020-10-07,3305.06
2020-10-08,3406.3199999999997
2020-10-09,3356.52
2020-10-12,3255.2599999999998
2020-10-13,3322.4900000000002
2020-10-14,3391.38
2020-10-15,3389.7200000000003
2020-10-16,3378.1000000000004
2020-10-19,3377.27
2020-10-20,3433.7099999999996
2020-10-21,3310.0400000000004
2020-10-22,3358.1800000000003
2020-10-23,3297.5899999999997
2020-10-26,3186.37
2020-10-27,3265.2200000000003
2020-10-28,3093.4100000000003
2020-10-29,2983.02
2020-10-30,2958.12
2020-11-02,3037.8
2020-11-03,3107.52
2020-11-04,3234.5099999999998
2020-11-05,3200.48
2020-11-06,3068.5099999999998
2020-11-09,3324.1499999999996
2020-11-10,3417.94
2020-11-11,3422.0899999999997
2020-11-12,3394.7
2020-11-13,3314.19
2020-11-16,3414.62
2020-11-17,3422.92
2020-11-18,3456.12
2020-11-19,3450.31
2020-11-20,3485.17
2020-11-23,3561.5299999999997
2020-11-24,3710.9300000000003
2020-11-25,3783.14
2020-11-30,3751.6000000000004
2020-12-01,3696.8199999999997
2020-12-02,3754.0899999999997
2020-12-03,3788.95
2020-12-04,3837.0899999999997
2020-12-07,3794.7599999999998
2020-12-08,3788.12
2020-12-09,3774.8399999999997
2020-12-10,3881.08
2020-12-11,3866.9700000000003
2020-12-14,3902.6600000000003
2020-12-15,3949.14
2020-12-16,3972.38
2020-12-17,4012.2200000000003
2020-12-18,4070.3199999999997
2020-12-21,3966.5699999999997
2020-12-22,3902.6600000000003
2020-12-23,3979.02
2020-12-24,3998.94
2020-12-28,3942.5
2020-12-29,3971.55
2020-12-30,4003.92
2020-12-31,4013.05
2021-01-04,3940.0099999999998
2021-01-05,4131.74
2021-01-06,4187.35
2021-01-07,4202.29
2021-01-08,4327.62
2021-01-11,4328.45
2021-01-12,4405.639999999999
2021-01-13,4383.2300000000005
2021-01-14,4438.01
2021-01-15,4336.75
2021-01-19,4388.21
2021-01-20,4412.28
2021-01-21,4399.0
2021-01-22,4339.24
2021-01-25,4380.74
2021-01-26,4366.63
2021-01-27,4383.2300000000005
2021-01-28,4337.58
2021-01-29,4329.28
2021-02-01,4444.65
2021-02-02,4545.91
2021-02-03,4620.610000000001
2021-02-04,4663.7699999999995
2021-02-05,4714.4
2021-02-08,4809.85
2021-02-09,4842.22
2021-02-10,4871.2699999999995
2021-02-11,4832.26
2021-02-12,4938.5
2021-02-16,4985.81
2021-02-17,5070.47
2021-02-18,5013.2
2021-02-19,4906.96
2021-02-22,5118.610000000001
2021-02-23,5117.78
2021-02-24,5246.43
2021-02-25,5264.69
2021-02-26,5108.65
2021-03-01,5024.82
2021-03-02,4955.1
2021-03-03,5090.389999999999
2021-03-04,5296.2300000000005
2021-03-05,5484.639999999999
2021-03-08,5397.49
2021-03-09,5313.66
2021-03-10,5349.35
2021-03-11,5479.66
2021-03-12,5443.97
2021-03-15,5424.88
2021-03-16,5380.0599999999995
2021-03-17,5357.65
2021-03-18,4975.85
2021-03-19,5098.69
2021-03-22,5102.84
2021-03-23,4793.25
2021-03-24,5072.96
2021-03-25,4853.01
2021-03-26,5057.19
2021-03-29,5103.67
2021-03-30,5025.65
2021-03-31,4912.7699999999995
2021-04-01,5097.03
2021-04-05,4874.59
2021-04-06,4925.22
2021-04-07,4960.91
2021-04-08,4947.63
2021-04-09,4921.07
2021-04-12,4955.1
2021-04-13,4996.6
2021-04-14,5241.45
2021-04-15,5263.860000000001
2021-04-16,5242.28
2021-04-19,5256.389999999999
2021-04-20,5196.63
2021-04-21,5091.22
2021-04-22,5100.35
2021-04-23,5160.94
2021-04-26,5147.66
2021-04-27,5231.49
2021-04-28,5296.2300000000005
2021-04-29,5395.0
2021-04-30,5270.5
2021-05-03,5350.179999999999
2021-05-04,5454.76
2021-05-05,5447.29
2021-05-06,5372.59
2021-05-07,5391.679999999999
2021-05-10,5388.360000000001
2021-05-11,5420.7300000000005
2021-05-12,5474.679999999999
2021-05-13,5297.06
2021-05-14,5421.5599999999995
2021-05-17,5497.919999999999
2021-05-18,5435.669999999999
2021-05-19,5252.24
2021-05-20,5141.85
2021-05-21,5279.63
2021-05-24,5488.79
2021-05-25,5500.41
2021-05-26,5512.03
2021-05-27,5550.21
2021-05-28,5503.7300000000005
2021-06-01,5627.4
2021-06-02,5709.570000000001
2021-06-03,5711.2300000000005
2021-06-04,5774.3099999999995
2021-06-07,5744.429999999999
2021-06-08,5819.13
2021-06-09,5801.700000000001
2021-06-10,5838.22
2021-06-11,5893.0
2021-06-14,5888.0199999999995
2021-06-15,5980.9800000000005
2021-06-16,5978.49
2021-06-17,5897.9800000000005
2021-06-18,5946.12
2021-06-21,6112.12
2021-06-22,6071.450000000001
2021-06-23,6068.13
2021-06-24,6084.7300000000005
2021-06-25,6159.429999999999
2021-06-28,6057.34
2021-06-29,6070.62
2021-06-30,6102.16
2021-07-01,6252.389999999999
2021-07-02,6255.71
2021-07-06,6110.46
2021-07-07,5994.26
2021-07-08,6057.34
2021-07-09,6188.4800000000005
2021-07-12,6159.429999999999
2021-07-13,6244.919999999999
2021-07-14,6063.9800000000005
2021-07-15,5948.610000000001
2021-07-16,5956.080000000001
2021-07-19,5515.35
